id,engine_no,time_in_cycles,operational_setting_1,operational_setting_2,operational_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,time
270,1,271,0.001,0.0018,100.0,518.67,643.01,1591.11,1395.6,14.62,21.58,558.87,2388.14,9083.32,1.3,47.28,526.98,2388.12,8157.56,8.3141,0.03,393,2388,100.0,39.26,23.528,2000-01-02 21:00:00
401,2,81,0.0004,0.0,100.0,518.67,642.88,1581.74,1398.46,14.62,21.61,553.87,2388.07,9050.1,1.3,47.38,521.79,2387.98,8134.7,8.4092,0.03,392,2388,100.0,39.08,23.3215,2000-01-03 18:50:00
810,3,191,41.9983,0.84,100.0,445.0,549.13,1352.21,1122.64,3.91,5.7,139.61,2212.1,8333.04,1.03,41.92,131.7,2388.18,8098.8,9.2919,0.02,330,2212,100.0,10.64,6.4525,2000-01-06 15:00:00
66,1,67,35.0054,0.84,100.0,449.44,555.43,1351.45,1109.9,5.48,7.98,193.43,2222.81,8339.26,1.02,41.55,182.41,2387.89,8062.45,9.3215,0.02,333,2223,100.0,14.9,9.0315,2000-01-01 11:00:00
328,2,8,0.0023,0.0019,100.0,518.67,642.23,1576.51,1391.71,14.62,21.61,554.29,2387.97,9045.29,1.3,47.31,521.72,2388.07,8135.66,8.3894,0.03,392,2388,100.0,38.95,23.4243,2000-01-03 06:40:00
324,2,4,42.0077,0.84,100.0,445.0,548.77,1345.81,1116.64,3.91,5.71,138.82,2211.84,8313.96,1.02,41.71,130.67,2387.88,8079.41,9.32,0.02,330,2212,100.0,10.5,6.2818,2000-01-03 06:00:00
630,3,11,20.0006,0.7001,100.0,491.19,607.29,1471.84,1246.09,9.35,13.63,335.76,2323.92,8720.29,1.08,44.13,316.17,2388.05,8066.31,9.1688,0.02,363,2324,100.0,24.63,14.8258,2000-01-05 09:00:00
72,1,73,34.9996,0.8401,100.0,449.44,554.68,1354.64,1124.58,5.48,7.98,193.48,2222.83,8334.68,1.02,41.52,182.67,2387.85,8058.77,9.3464,0.02,331,2223,100.0,14.88,8.9067,2000-01-01 12:00:00
127,1,128,10.0046,0.2511,100.0,489.05,604.17,1495.57,1298.72,10.52,15.47,393.9,2318.69,8768.8,1.26,45.24,371.27,2387.87,8128.9,8.6257,0.03,368,2319,100.0,28.71,17.1948,2000-01-01 21:10:00
640,3,21,25.0041,0.62,60.0,462.54,536.51,1254.59,1039.83,7.05,9.01,175.77,1915.4,8011.57,0.94,36.53,164.78,2028.29,7872.85,10.8288,0.02,305,1915,84.93,14.27,8.5881,2000-01-05 10:40:00
405,2,85,41.999,0.84,100.0,445.0,549.44,1351.79,1119.04,3.91,5.71,139.66,2211.91,8315.88,1.02,41.79,130.7,2388.01,8081.55,9.3426,0.02,329,2212,100.0,10.64,6.4411,2000-01-03 19:30:00
842,3,223,24.9995,0.62,60.0,462.54,536.45,1262.18,1040.55,7.05,9.01,176.05,1915.5,8019.42,0.94,36.59,165.48,2028.44,7886.87,10.7664,0.02,308,1915,84.93,14.45,8.5002,2000-01-06 20:20:00
295,1,296,35.0006,0.84,100.0,449.44,555.73,1361.84,1133.92,5.48,7.98,198.19,2223.41,8383.27,1.04,42.27,185.92,2388.51,8096.76,9.1701,0.02,335,2223,100.0,15.02,8.9899,2000-01-03 01:10:00
67,1,68,0.0001,0.0,100.0,518.67,641.78,1581.16,1390.67,14.62,21.58,552.27,2387.91,9044.67,1.3,46.91,520.44,2387.95,8130.78,8.4128,0.03,392,2388,100.0,39.14,23.4225,2000-01-01 11:10:00
490,2,170,20.0005,0.7,100.0,491.19,607.17,1482.24,1256.17,9.35,13.65,335.02,2323.94,8719.72,1.08,44.2,315.42,2387.99,8057.82,9.2014,0.02,364,2324,100.0,24.77,14.6756,2000-01-04 09:40:00
178,1,179,42.0047,0.84,100.0,445.0,549.11,1347.88,1123.64,3.91,5.7,138.42,2211.96,8316.48,1.02,41.81,130.04,2388.03,8080.95,9.329,0.02,328,2212,100.0,10.44,6.4344,2000-01-02 05:40:00
179,1,180,35.0016,0.84,100.0,449.44,555.76,1364.07,1111.2,5.48,7.97,193.45,2222.88,8339.09,1.02,41.49,182.27,2387.92,8067.05,9.2474,0.02,330,2223,100.0,14.88,8.8841,2000-01-02 05:50:00
641,3,22,10.0041,0.25,100.0,489.05,604.54,1496.8,1293.02,10.52,15.48,395.82,2318.88,8785.15,1.26,45.29,373.15,2388.06,8137.32,8.6058,0.03,367,2319,100.0,28.77,17.1484,2000-01-05 10:50:00
70,1,71,10.0061,0.25,100.0,489.05,603.79,1491.5,1300.18,10.52,15.46,393.13,2318.68,8762.49,1.26,44.93,370.13,2387.85,8123.16,8.6166,0.03,367,2319,100.0,28.65,17.2694,2000-01-01 11:40:00
397,2,77,42.0005,0.8405,100.0,445.0,549.13,1347.13,1118.85,3.91,5.71,139.05,2211.92,8311.54,1.02,41.9,130.99,2387.93,8079.25,9.329,0.02,330,2212,100.0,10.59,6.3295,2000-01-03 18:10:00
535,2,215,9.9983,0.2504,100.0,489.05,604.34,1501.55,1315.23,10.52,15.49,394.27,2318.89,8780.41,1.26,45.46,371.26,2388.18,8132.84,8.6418,0.03,369,2319,100.0,28.51,17.1078,2000-01-04 17:10:00
473,2,153,35.0024,0.8406,100.0,449.44,555.37,1354.39,1123.45,5.48,8.0,194.92,2222.84,8348.73,1.02,41.6,182.85,2387.96,8066.59,9.306,0.02,335,2223,100.0,14.85,9.0613,2000-01-04 06:50:00
781,3,162,10.0078,0.2517,100.0,489.05,604.62,1499.92,1306.21,10.52,15.48,397.21,2318.93,8791.36,1.26,45.23,374.66,2388.16,8142.85,8.5831,0.03,369,2319,100.0,28.68,17.2962,2000-01-06 10:10:00
782,3,163,0.0027,0.0,100.0,518.67,642.25,1585.88,1397.26,14.62,21.6,557.69,2388.04,9064.9,1.3,47.38,525.98,2388.1,8151.62,8.3576,0.03,393,2388,100.0,39.1,23.4735,2000-01-06 10:20:00
678,3,59,10.0003,0.25,100.0,489.05,604.1,1494.72,1303.13,10.52,15.47,396.78,2318.84,8783.11,1.26,45.27,372.68,2388.05,8131.59,8.5583,0.03,369,2319,100.0,28.67,17.1963,2000-01-05 17:00:00
613,2,293,42.0043,0.8405,100.0,445.0,550.39,1362.33,1144.38,3.91,5.72,138.0,2211.96,8333.63,1.02,42.7,130.38,2388.07,8093.16,9.4054,0.02,333,2212,100.0,10.53,6.297999999999999,2000-01-05 06:10:00
433,2,113,35.0059,0.84,100.0,449.44,555.54,1362.95,1129.59,5.48,8.0,194.94,2222.92,8338.17,1.02,41.76,183.1,2388.1,8071.38,9.2906,0.02,333,2223,100.0,14.95,8.9975,2000-01-04 00:10:00
849,3,230,34.998000000000005,0.8414,100.0,449.44,556.05,1363.57,1131.29,5.48,7.99,196.44,2223.23,8371.37,1.03,41.86,185.7,2388.37,8088.03,9.1742,0.02,335,2223,100.0,15.11,9.0116,2000-01-06 21:30:00
704,3,85,42.0046,0.8411,100.0,445.0,548.73,1350.43,1123.43,3.91,5.7,139.12,2212.04,8323.39,1.02,41.86,131.28,2388.1,8093.38,9.2563,0.02,329,2212,100.0,10.62,6.3161,2000-01-05 21:20:00
247,1,248,25.0046,0.6215,60.0,462.54,536.42,1252.79,1039.07,7.05,9.0,175.95,1915.45,8012.72,0.94,36.47,164.92,2028.36,7877.42,10.8142,0.02,307,1915,84.93,14.36,8.6125,2000-01-02 17:10:00
861,3,242,42.002,0.8403,100.0,445.0,549.04,1357.67,1128.75,3.91,5.7,140.28,2212.2,8348.13,1.03,42.15,132.15,2388.29,8113.41,9.2207,0.02,332,2212,100.0,10.6,6.377999999999999,2000-01-06 23:30:00
63,1,64,9.9987,0.25,100.0,489.05,603.91,1492.47,1295.89,10.52,15.47,392.92,2318.69,8768.53,1.26,45.03,370.33,2387.88,8116.15,8.6115,0.03,370,2319,100.0,28.66,17.2008,2000-01-01 10:30:00
47,1,48,41.9986,0.84,100.0,445.0,549.29,1342.44,1111.0,3.91,5.7,137.82,2211.91,8305.73,1.02,41.66,130.15,2387.97,8070.59,9.3477,0.02,329,2212,100.0,10.51,6.3725,2000-01-01 07:50:00
588,2,268,0.0028,0.0016,100.0,518.67,643.22,1588.74,1414.35,14.62,21.61,552.95,2388.22,9068.49,1.3,47.87,520.08,2388.17,8136.71,8.4615,0.03,396,2388,100.0,38.72,23.1227,2000-01-05 02:00:00
459,2,139,0.0001,0.002,100.0,518.67,642.64,1588.38,1396.23,14.62,21.61,553.18,2388.09,9049.0,1.3,47.41,521.87,2388.06,8129.5,8.4393,0.03,392,2388,100.0,39.05,23.3788,2000-01-04 04:30:00
76,1,77,41.9999,0.8409,100.0,445.0,548.65,1341.13,1109.07,3.91,5.69,138.25,2211.9,8301.9,1.01,41.76,129.83,2387.96,8072.08,9.3752,0.02,330,2212,100.0,10.5,6.3132,2000-01-01 12:40:00
673,3,54,42.0068,0.8409,100.0,445.0,549.05,1348.66,1120.94,3.91,5.71,139.86,2212.01,8323.26,1.02,42.02,131.13,2388.1,8088.63,9.3335,0.02,330,2212,100.0,10.73,6.4634,2000-01-05 16:10:00
856,3,237,42.0004,0.84,100.0,445.0,549.43,1353.57,1129.55,3.91,5.7,139.86,2212.16,8346.72,1.03,42.18,132.28,2388.3,8100.15,9.2276,0.02,331,2212,100.0,10.78,6.4363,2000-01-06 22:40:00
419,2,99,9.9991,0.2515,100.0,489.05,604.63,1496.01,1299.39,10.52,15.49,395.13,2318.87,8773.01,1.26,45.16,371.18,2388.14,8128.65,8.5838,0.03,368,2319,100.0,28.74,17.1616,2000-01-03 21:50:00
379,2,59,20.0065,0.7,100.0,491.19,607.06,1473.38,1243.74,9.35,13.65,334.99,2323.87,8720.59,1.08,44.19,315.14,2388.02,8055.39,9.1574,0.02,364,2324,100.0,24.4,14.7717,2000-01-03 15:10:00
138,1,139,35.0034,0.8402,100.0,449.44,555.09,1363.95,1121.71,5.48,7.97,193.99,2222.85,8336.49,1.02,41.57,182.47,2387.96,8058.34,9.3339,0.02,331,2223,100.0,14.73,8.9369,2000-01-01 23:00:00
700,3,81,42.0069,0.84,100.0,445.0,549.51,1346.96,1119.83,3.91,5.7,138.82,2212.04,8316.42,1.02,41.87,131.23,2388.07,8088.8,9.3011,0.02,329,2212,100.0,10.7,6.4669,2000-01-05 20:40:00
408,2,88,25.0075,0.62,60.0,462.54,536.56,1257.95,1043.97,7.05,9.03,175.85,1915.35,8011.68,0.94,36.34,164.92,2028.18,7867.64,10.8479,0.02,307,1915,84.93,14.43,8.5278,2000-01-03 20:00:00
732,3,113,42.0026,0.84,100.0,445.0,549.34,1348.89,1113.6,3.91,5.7,138.68,2212.05,8320.05,1.02,41.74,131.26,2388.14,8089.67,9.2787,0.02,328,2212,100.0,10.59,6.3562,2000-01-06 02:00:00
362,2,42,10.0078,0.25,100.0,489.05,604.1,1498.08,1303.6,10.52,15.49,395.08,2318.79,8779.51,1.26,45.4,371.74,2388.05,8124.64,8.6149,0.03,369,2319,100.0,28.79,17.2395,2000-01-03 12:20:00
795,3,176,0.0021,0.0,100.0,518.67,642.37,1584.51,1401.25,14.62,21.6,558.45,2388.07,9071.01,1.3,47.25,525.58,2388.07,8149.96,8.3545,0.03,393,2388,100.0,39.3,23.4859,2000-01-06 12:30:00
720,3,101,10.0042,0.2507,100.0,489.05,604.34,1500.22,1304.54,10.52,15.47,396.11,2318.9,8783.51,1.26,45.16,373.28,2388.0,8138.04,8.5761,0.03,369,2319,100.0,28.73,17.2946,2000-01-06 00:00:00
550,2,230,9.9991,0.2517,100.0,489.05,604.95,1499.4,1314.46,10.52,15.49,394.68,2319.02,8783.81,1.26,45.35,371.56,2388.15,8133.63,8.6771,0.03,370,2319,100.0,28.66,17.1054,2000-01-04 19:40:00
420,2,100,20.0045,0.7,100.0,491.19,607.09,1485.12,1244.66,9.35,13.65,334.19,2323.94,8721.67,1.08,44.35,315.3,2388.05,8056.34,9.197,0.02,366,2324,100.0,24.72,14.6641,2000-01-03 22:00:00
330,2,10,20.0051,0.7007,100.0,491.19,607.17,1478.08,1247.67,9.35,13.65,335.12,2323.85,8713.06,1.08,44.19,315.57,2388.02,8060.98,9.1813,0.02,363,2324,100.0,24.7,14.7531,2000-01-03 07:00:00
110,1,111,42.0072,0.84,100.0,445.0,548.9,1341.72,1113.93,3.91,5.69,138.03,2211.96,8304.43,1.01,41.8,129.94,2387.96,8073.52,9.3582,0.02,329,2212,100.0,10.65,6.3072,2000-01-01 18:20:00
124,1,125,35.0039,0.84,100.0,449.44,555.0,1355.13,1119.97,5.48,7.98,193.46,2222.86,8348.55,1.02,41.47,182.6,2387.91,8057.91,9.26,0.02,332,2223,100.0,15.01,9.0094,2000-01-01 20:40:00
164,1,165,9.9988,0.2506,100.0,489.05,603.78,1492.54,1293.43,10.52,15.46,393.5,2318.72,8774.84,1.26,44.99,370.52,2387.87,8122.79,8.6036,0.03,368,2319,100.0,28.58,17.1826,2000-01-02 03:20:00
191,1,192,10.0018,0.25,100.0,489.05,604.41,1491.72,1301.44,10.52,15.47,395.29,2318.82,8777.13,1.26,45.33,371.74,2387.99,8129.48,8.5787,0.03,369,2319,100.0,28.69,17.0844,2000-01-02 07:50:00
582,2,262,35.0038,0.84,100.0,449.44,556.13,1370.24,1141.82,5.48,8.0,193.99,2223.03,8350.91,1.02,42.36,183.01,2388.1,8070.38,9.3596,0.02,336,2223,100.0,14.72,8.9279,2000-01-05 01:00:00
350,2,30,42.0027,0.84,100.0,445.0,549.56,1354.32,1120.99,3.91,5.71,138.64,2211.92,8319.01,1.02,41.9,130.99,2387.95,8082.51,9.3855,0.02,331,2212,100.0,10.6,6.2534,2000-01-03 10:20:00
768,3,149,0.0005,0.0,100.0,518.67,642.03,1594.42,1403.31,14.62,21.6,557.73,2388.11,9071.01,1.3,47.27,524.96,2388.12,8142.95,8.3489,0.03,392,2388,100.0,39.27,23.5657,2000-01-06 08:00:00
147,1,148,10.0016,0.25,100.0,489.05,604.01,1490.88,1296.98,10.52,15.46,392.97,2318.69,8774.49,1.26,44.95,370.73,2387.89,8124.34,8.6264,0.03,367,2319,100.0,28.71,17.0772,2000-01-02 00:30:00
775,3,156,42.0048,0.8402,100.0,445.0,549.59,1349.13,1122.78,3.91,5.71,139.71,2212.01,8321.5,1.03,41.85,131.49,2388.13,8095.78,9.2484,0.02,331,2212,100.0,10.65,6.318,2000-01-06 09:10:00
723,3,104,42.0062,0.84,100.0,445.0,549.46,1350.07,1123.94,3.91,5.7,138.53,2212.03,8332.35,1.02,41.97,130.99,2388.15,8089.65,9.3236,0.02,331,2212,100.0,10.84,6.385,2000-01-06 00:30:00
604,2,284,34.9981,0.8413,100.0,449.44,556.4,1375.25,1149.03,5.48,8.0,193.81,2223.1,8358.14,1.02,42.48,182.35,2388.15,8076.38,9.3842,0.02,335,2223,100.0,14.71,8.8351,2000-01-05 04:40:00
791,3,172,25.0018,0.62,60.0,462.54,536.54,1259.39,1045.17,7.05,9.01,176.83,1915.43,8017.88,0.94,36.54,165.66,2028.34,7879.28,10.7923,0.02,308,1915,84.93,14.25,8.6855,2000-01-06 11:50:00
383,2,63,41.9987,0.84,100.0,445.0,549.48,1349.4,1116.5,3.91,5.71,138.72,2211.82,8319.91,1.02,41.89,130.65,2387.98,8079.58,9.3418,0.02,330,2212,100.0,10.71,6.3645,2000-01-03 15:50:00
104,1,105,9.9993,0.25,100.0,489.05,604.1,1491.99,1294.57,10.52,15.47,393.35,2318.66,8770.75,1.26,45.13,371.33,2387.88,8128.88,8.6488,0.03,367,2319,100.0,28.58,17.1735,2000-01-01 17:20:00
228,1,229,10.0033,0.25,100.0,489.05,604.28,1495.44,1304.71,10.52,15.46,395.3,2318.82,8780.88,1.26,45.25,372.33,2388.01,8136.93,8.5775,0.03,368,2319,100.0,28.72,17.3188,2000-01-02 14:00:00
794,3,175,0.0012,0.0,100.0,518.67,642.43,1593.51,1399.83,14.62,21.6,558.06,2388.14,9067.54,1.3,47.4,525.87,2388.12,8144.85,8.3122,0.03,392,2388,100.0,39.25,23.5982,2000-01-06 12:20:00
65,1,66,42.0043,0.84,100.0,445.0,549.25,1338.23,1115.55,3.91,5.69,137.76,2211.91,8309.32,1.01,41.64,129.91,2388.0,8070.94,9.3859,0.02,327,2212,100.0,10.65,6.303,2000-01-01 10:50:00
837,3,218,10.0066,0.25,100.0,489.05,604.73,1496.41,1308.55,10.52,15.48,397.69,2319.01,8789.25,1.26,45.28,375.21,2388.25,8150.3,8.5539,0.03,370,2319,100.0,28.93,17.3016,2000-01-06 19:30:00
730,3,111,42.0062,0.84,100.0,445.0,549.19,1341.85,1116.52,3.91,5.7,139.73,2211.96,8323.13,1.03,41.71,130.83,2388.04,8087.66,9.2957,0.02,330,2212,100.0,10.8,6.3702,2000-01-06 01:40:00
668,3,49,42.0017,0.8405,100.0,445.0,549.3,1347.6,1119.97,3.91,5.7,139.63,2211.98,8324.54,1.02,41.82,130.64,2388.13,8083.22,9.2909,0.02,329,2212,100.0,10.82,6.385,2000-01-05 15:20:00
643,3,24,24.9996,0.6217,60.0,462.54,536.2,1259.53,1045.12,7.05,9.01,176.69,1915.38,8012.36,0.94,36.46,165.0,2028.29,7875.93,10.851,0.02,308,1915,84.93,14.3,8.6506,2000-01-05 11:10:00
633,3,14,0.0025,0.0015,100.0,518.67,642.21,1589.88,1396.53,14.62,21.6,556.01,2388.08,9064.23,1.3,47.28,524.25,2388.07,8144.1,8.3885,0.03,391,2388,100.0,39.14,23.549,2000-01-05 09:30:00
157,1,158,35.0012,0.84,100.0,449.44,555.0,1359.18,1114.79,5.48,7.97,194.13,2222.81,8343.72,1.02,41.5,181.95,2387.94,8062.27,9.2753,0.02,331,2223,100.0,14.88,8.8772,2000-01-02 02:10:00
804,3,185,25.0062,0.62,60.0,462.54,536.62,1252.21,1039.33,7.05,9.01,176.54,1915.46,8008.7,0.94,36.53,165.48,2028.35,7878.0,10.7779,0.02,305,1915,84.93,14.31,8.6881,2000-01-06 14:00:00
194,1,195,42.0007,0.8413,100.0,445.0,548.81,1343.82,1111.8,3.91,5.7,137.93,2211.94,8314.94,1.02,41.96,130.49,2388.07,8081.77,9.3235,0.02,330,2212,100.0,10.63,6.3835,2000-01-02 08:20:00
425,2,105,42.0015,0.84,100.0,445.0,549.47,1349.8,1113.55,3.91,5.71,139.0,2211.85,8314.08,1.02,41.89,130.39,2387.92,8081.79,9.3311,0.02,330,2212,100.0,10.59,6.3751,2000-01-03 22:50:00
238,1,239,0.0014,0.0008,100.0,518.67,641.58,1586.47,1403.66,14.62,21.58,557.31,2388.03,9066.04,1.3,47.19,524.63,2388.03,8147.55,8.351,0.03,392,2388,100.0,39.17,23.4656,2000-01-02 15:40:00
239,1,240,35.005,0.8401,100.0,449.44,555.61,1362.84,1120.5,5.48,7.97,194.77,2223.05,8356.51,1.02,41.73,183.71,2388.08,8072.6,9.2702,0.02,335,2223,100.0,15.06,8.968,2000-01-02 15:50:00
537,2,217,42.0068,0.84,100.0,445.0,549.69,1357.71,1121.35,3.91,5.72,139.06,2211.88,8329.04,1.02,42.2,130.6,2388.0,8088.34,9.3774,0.02,331,2212,100.0,10.65,6.4184,2000-01-04 17:30:00
112,1,113,0.001,0.0,100.0,518.67,641.49,1575.19,1392.92,14.62,21.58,552.99,2387.93,9055.13,1.3,47.06,520.68,2387.93,8133.53,8.3761,0.03,390,2388,100.0,38.85,23.4599,2000-01-01 18:40:00
77,1,78,42.0033,0.8413,100.0,445.0,549.59,1339.95,1115.48,3.91,5.69,138.12,2211.94,8310.39,1.02,41.64,129.83,2387.92,8075.21,9.3775,0.02,328,2212,100.0,10.36,6.3782,2000-01-01 12:50:00
831,3,212,42.0067,0.8413,100.0,445.0,549.4,1350.97,1120.42,3.91,5.7,140.11,2212.15,8334.19,1.03,42.03,131.34,2388.17,8100.6,9.2502,0.02,329,2212,100.0,10.77,6.4110000000000005,2000-01-06 18:30:00
766,3,147,10.0037,0.2519,100.0,489.05,604.39,1495.36,1305.31,10.52,15.47,396.08,2318.87,8789.57,1.26,45.36,372.81,2388.08,8136.2,8.6022,0.03,369,2319,100.0,28.71,17.2478,2000-01-06 07:40:00
671,3,52,0.0015,0.0018,100.0,518.67,642.41,1575.47,1390.03,14.62,21.6,556.12,2388.14,9060.64,1.3,47.31,524.69,2388.05,8143.66,8.375,0.03,392,2388,100.0,39.14,23.4563,2000-01-05 15:50:00
300,1,301,41.999,0.8402,100.0,445.0,549.44,1356.84,1123.1,3.91,5.69,141.28,2212.38,8361.95,1.04,42.47,132.98,2388.5,8119.65,9.1917,0.02,332,2212,100.0,11.0,6.4417,2000-01-03 02:00:00
710,3,91,42.0021,0.8415,100.0,445.0,549.02,1347.67,1120.26,3.91,5.7,139.2,2212.05,8323.34,1.02,41.96,131.03,2388.06,8092.38,9.2851,0.02,332,2212,100.0,10.74,6.3139,2000-01-05 22:20:00
357,2,37,25.0012,0.62,60.0,462.54,536.85,1250.07,1035.7,7.05,9.02,175.84,1915.25,8014.23,0.94,36.57,165.45,2028.2,7870.36,10.9057,0.02,308,1915,84.93,14.44,8.6931,2000-01-03 11:30:00
209,1,210,25.0063,0.6205,60.0,462.54,536.7,1257.95,1041.88,7.05,9.0,175.4,1915.33,8002.07,0.94,36.41,164.86,2028.27,7869.6,10.8446,0.02,305,1915,84.93,14.32,8.6213,2000-01-02 10:50:00
74,1,75,10.0057,0.25,100.0,489.05,604.12,1497.28,1290.6,10.52,15.46,394.29,2318.67,8772.98,1.26,44.66,370.84,2387.85,8120.32,8.6157,0.03,367,2319,100.0,28.58,17.2542,2000-01-01 12:20:00
855,3,236,20.004,0.7006,100.0,491.19,607.3,1485.01,1253.16,9.35,13.63,338.79,2324.23,8752.19,1.08,44.51,319.24,2388.34,8082.94,9.1136,0.02,365,2324,100.0,24.59,14.9814,2000-01-06 22:30:00
236,1,237,25.0028,0.6208,60.0,462.54,536.68,1254.04,1040.96,7.05,9.0,175.54,1915.45,8014.38,0.94,36.45,164.93,2028.3,7874.62,10.8332,0.02,304,1915,84.93,14.41,8.6109,2000-01-02 15:20:00
495,2,175,20.0057,0.7003,100.0,491.19,608.04,1488.24,1247.27,9.35,13.66,335.85,2323.97,8719.98,1.08,44.48,314.89,2388.06,8061.48,9.2246,0.02,364,2324,100.0,24.59,14.6864,2000-01-04 10:30:00
707,3,88,35.0031,0.8409,100.0,449.44,555.53,1355.47,1121.11,5.48,7.98,195.44,2223.02,8357.57,1.02,41.61,183.36,2388.14,8072.11,9.2527,0.02,333,2223,100.0,14.94,8.8939,2000-01-05 21:50:00
378,2,58,0.0004,0.0004,100.0,518.67,642.19,1588.23,1393.53,14.62,21.61,554.55,2388.05,9056.19,1.3,47.13,522.48,2388.06,8135.89,8.3963,0.03,393,2388,100.0,38.87,23.4439,2000-01-03 15:00:00
788,3,169,42.0,0.84,100.0,445.0,549.33,1353.11,1127.86,3.91,5.7,139.21,2212.09,8327.83,1.03,41.97,131.29,2388.17,8097.28,9.2994,0.02,330,2212,100.0,10.55,6.3549,2000-01-06 11:20:00
857,3,238,42.0033,0.8409,100.0,445.0,549.73,1364.48,1126.53,3.91,5.71,140.56,2212.2,8355.22,1.03,42.2,132.22,2388.24,8106.57,9.215,0.02,330,2212,100.0,10.67,6.5173,2000-01-06 22:50:00
476,2,156,34.9985,0.84,100.0,449.44,555.44,1366.3,1130.24,5.48,8.0,194.62,2222.95,8351.6,1.02,41.77,183.14,2388.01,8071.6,9.3284,0.02,333,2223,100.0,14.94,8.8761,2000-01-04 07:20:00
573,2,253,25.0043,0.62,60.0,462.54,536.7,1252.21,1053.96,7.05,9.03,175.25,1915.4,8012.72,0.94,36.94,164.3,2028.28,7877.51,10.9178,0.02,308,1915,84.93,14.21,8.5629,2000-01-04 23:30:00
133,1,134,42.0002,0.84,100.0,445.0,548.9,1351.53,1112.92,3.91,5.7,136.97,2211.98,8315.98,1.02,41.72,129.89,2388.02,8075.05,9.3352,0.02,329,2212,100.0,10.69,6.3409,2000-01-01 22:10:00
822,3,203,9.9996,0.2504,100.0,489.05,604.89,1490.35,1303.25,10.52,15.48,399.08,2319.02,8790.43,1.26,45.29,374.99,2388.16,8143.66,8.5711,0.03,371,2319,100.0,28.69,17.3419,2000-01-06 17:00:00
11,1,12,34.9993,0.84,100.0,449.44,554.53,1365.99,1122.73,5.48,7.98,193.67,2222.78,8337.46,1.02,41.45,181.71,2387.86,8056.31,9.3041,0.02,332,2223,100.0,14.68,8.8752,2000-01-01 01:50:00
347,2,27,34.9988,0.84,100.0,449.44,555.21,1356.22,1120.7,5.48,8.0,194.49,2222.8,8339.49,1.02,41.76,183.34,2387.93,8062.17,9.3035,0.02,333,2223,100.0,14.98,8.9975,2000-01-03 09:50:00
336,2,16,20.0041,0.7,100.0,491.19,606.36,1481.61,1251.83,9.35,13.65,335.23,2323.91,8718.75,1.08,44.15,315.35,2388.05,8055.81,9.2104,0.02,365,2324,100.0,24.57,14.686,2000-01-03 08:00:00
376,2,56,34.9991,0.8414,100.0,449.44,554.79,1366.01,1125.3,5.48,8.0,194.89,2222.91,8348.58,1.02,41.78,183.26,2387.95,8062.23,9.2588,0.02,333,2223,100.0,14.85,8.908999999999997,2000-01-03 14:40:00
193,1,194,10.008,0.2514,100.0,489.05,604.14,1498.7,1309.3,10.52,15.46,395.34,2318.77,8766.13,1.26,45.11,371.37,2387.95,8128.62,8.6049,0.03,368,2319,100.0,28.89,17.2704,2000-01-02 08:10:00
